m,f_re,f_im,abs_res,success,sigma_min_1e-4,sigma_min_1e-5,sigma_min_1e-6,jac_reliable
-14.853500000000011,9.811439738625449,-0.12195603900130876,1.0386520604941984e-14,True,10.320213850823489,10.327971829886328,10.328747876675786,True
-14.854000000000012,9.811564731850794,-0.12194799818087866,2.981791189775536e-14,True,10.320418038295582,10.328176332139018,10.328952409879463,True
-14.854500000000012,9.811689724212728,-0.12193995751123059,6.679816236361857e-15,True,10.320622218831716,10.328380828894023,10.329156942060406,True
-14.855000000000013,9.811814715695911,-0.12193191691764599,1.115097306002763e-14,True,10.32082639221592,10.328585317669205,10.329361462925492,True
-14.855500000000013,9.811939706304562,-0.12192387642001253,1.1201704679945691e-14,True,10.321030558539258,10.328789799475361,10.329565976982234,True
-14.856000000000014,9.812064696038846,-0.1219158360186183,4.723669544294219e-15,True,10.321234717860003,10.328994273752938,10.329770476953243,True
-14.856500000000015,9.8121896849042,-0.12190779573922567,8.29404220664454e-15,True,10.321438870180351,10.329198742299521,10.329974977243358,True
-14.857000000000015,9.812314672899117,-0.12189975557401833,6.954641202201828e-15,True,10.321643015454079,10.329403202106114,10.330179468644433,True
-14.857500000000016,9.812439660019578,-0.12189171550307194,1.233896894832203e-14,True,10.321847153733986,10.329607656981393,10.330383959703157,True
-14.858000000000017,9.812564646267194,-0.12188367553363745,1.2053591726811642e-14,True,10.322051284930659,10.329812103240881,10.330588433125605,True
-14.858500000000017,9.81268963164232,-0.12187563566693974,7.154696162511531e-15,True,10.322255409134643,10.330016543025469,10.330792904405543,True
-14.859000000000018,9.812814616146296,-0.12186759590891574,7.427093314020058e-15,True,10.322459526253729,10.330220975747082,10.330997373831652,True
-14.859500000000018,9.812939599777858,-0.12185955625295208,1.7554167342883507e-14,True,10.322663636354697,10.330425400995466,10.331201831390963,True
-14.860000000000019,9.813064582533041,-0.12185151667940301,6.0208490917174056e-15,True,10.3228677393692,10.330629819856878,10.33140627938746,True
-14.86050000000002,9.813189564423055,-0.12184347724183199,1.6677382853692214e-14,True,10.323071835328989,10.33083423059758,10.331610719689628,True
-14.86100000000002,9.813314545435437,-0.12183543787960577,8.261282845494494e-15,True,10.323275924274508,10.331038635187388,10.331815156492992,True
-14.86150000000002,9.813439525578634,-0.12182739863294535,4.453364592678439e-15,True,10.32348000617416,10.331243032347503,10.33201958964111,True
-14.862000000000021,9.813564504851326,-0.12181935949497684,2.288783399261119e-15,True,10.323684081036253,10.331447422694803,10.332224005960747,True
-14.862500000000022,9.813689483253892,-0.1218113204669905,1.792829721481184e-14,True,10.323888148862801,10.331651805907432,10.332428421968004,True
-14.863000000000023,9.813814460783163,-0.12180328153323045,9.318601254079482e-15,True,10.324092209660993,10.331856182182923,10.332632830368379,True
-14.863500000000023,9.813939437442654,-0.1217952427100778,1.6958543134584e-14,True,10.324296263337596,10.332060550667915,10.332837227528032,True
-14.864000000000024,9.814064413226337,-0.12178720396803021,8.525616508213924e-15,True,10.324500309986407,10.332264913368038,10.333041618762294,True
-14.864500000000024,9.814189388141143,-0.12177916533992175,4.179219242832202e-15,True,10.324704349664987,10.332469268457958,10.333246013793449,True
-14.865000000000025,9.814314362190062,-0.12177112683962314,1.2709508105967211e-14,True,10.324908382241022,10.332673616111668,10.333450395244066,True
-14.865500000000026,9.814439335362833,-0.12176308841725204,3.678844234973531e-15,True,10.325112407643303,10.332877957196494,10.333654757036477,True
-14.866000000000026,9.814564307669162,-0.12175505011898073,1.998810026309207e-14,True,10.325316426123685,10.333082290720437,10.33385912872008,True
-14.866500000000027,9.814689279102009,-0.12174701191043885,1.3377266068096272e-14,True,10.325520437515781,10.333286617374611,10.33406348200399,True
-14.867000000000028,9.81481424966534,-0.12173897381018542,1.6394126252994624e-14,True,10.325724441869486,10.333490936499192,10.334267833923219,True
-14.867500000000028,9.814939219358765,-0.12173093581583756,9.685065410798005e-15,True,10.32592843915073,10.333695250092392,10.334472180483646,True
-14.868000000000029,9.815064188178892,-0.12172289791057084,2.5517021683543648e-15,True,10.326132429363202,10.333899554560888,10.334676512557378,True
-14.86850000000003,9.81518915612702,-0.12171486010012554,6.7589243434784236e-15,True,10.326336412473507,10.334103854041587,10.334880844064985,True
-14.86900000000003,9.81531412320957,-0.12170682241481752,1.1899731676600219e-14,True,10.326540388603696,10.334308145333138,10.335085167301049,True
-14.86950000000003,9.815439089424775,-0.12169878484566406,1.1582691361771639e-14,True,10.326744357641566,10.33451242894975,10.33528948522953,True
-14.870000000000031,9.815564054767894,-0.12169074736936947,1.807312143953211e-15,True,10.326948319653685,10.33471670681247,10.335493794550208,True
-14.870500000000032,9.815689019241807,-0.12168270999925453,9.77138183282905e-15,True,10.327152274534052,10.33492097602085,10.3356980932168,True
-14.871000000000032,9.815813982840552,-0.12167467270619083,3.931898377321726e-15,True,10.327356222350197,10.335125239446405,10.335902387115436,True
-14.871500000000033,9.815938945572496,-0.12166663552981095,1.115097306002763e-14,True,10.327560163128883,10.335329495274395,10.336106676313966,True
-14.872000000000034,9.816063907441245,-0.1216585984869289,5.0221487982431626e-15,True,10.327764096894095,10.335533744522857,10.336310959640327,True
-14.872500000000034,9.81618886843298,-0.12165056151070597,1.2133980896165752e-14,True,10.327968023555444,10.335737986741053,10.336515233566116,True
-14.873000000000035,9.816313828558892,-0.12164252465433967,6.45458879844291e-15,True,10.328171943072347,10.335942221676548,10.336719500614839,True
-14.873500000000035,9.816438787813686,-0.12163448789189753,9.930136612989092e-16,True,10.328375855637816,10.33614644917327,10.336923762413152,True
-14.874000000000036,9.816563746199899,-0.12162645123506093,2.780549076845816e-15,True,10.32857976098905,10.336350669264624,10.337128010237423,True
-14.874500000000037,9.816688703720265,-0.12161841469639169,1.2947314098277875e-15,True,10.328783659351576,10.336554882919403,10.337332252965801,True
-14.875000000000037,9.816813660370544,-0.12161037825507397,4.036695192044047e-15,True,10.328987550617084,10.336759089063085,10.337536491683002,True
-14.875500000000038,9.81693861614844,-0.12160234189960098,2.7064176995603496e-15,True,10.329191434846232,10.336963288999938,10.337740724194079,True
-14.876000000000039,9.817063571063,-0.12159430567279127,8.669697406806626e-15,True,10.329395311970895,10.337167481656632,10.3379449494306,True
-14.87650000000004,9.817188525105756,-0.12158626953357558,6.570278848380277e-15,True,10.329599182117482,10.337371666959914,10.338149172950581,True
-14.87700000000004,9.81731347828229,-0.12157823350818567,1.1236861156120876e-14,True,10.329803045003807,10.337575844912092,10.338353374632188,True
