m,f_re,f_im,f_R_hz,tau_s,Q,abs_res
-14.876000000000039,9.817063571063,-0.12159430567279127,9.817063571063,1.3089012862179523,40.36810571327491,8.669697406806626e-15
-14.87650000000004,9.817188525105756,-0.12158626953357558,9.817188525105756,1.3089877969152208,40.37128765758693,6.570278848380277e-15
-14.87700000000004,9.81731347828229,-0.12157823350818567,9.81731347828229,1.3090743178233437,40.374469981180084,1.1236861156120876e-14
-14.87750000000004,9.817438430586565,-0.12157019756719172,9.817438430586565,1.3091608492610254,40.37765269387046,3.636721891222372e-15
-14.878000000000041,9.8175633820256,-0.1215621617437031,9.8175633820256,1.3092473908735793,40.3808357847591,5.618430578060438e-15
-14.878500000000042,9.817688332591832,-0.12155412600100039,9.817688332591832,1.3093339430583006,40.38401926608,7.828646949650264e-15
-14.879000000000042,9.817813282297081,-0.12154609039512633,9.817813282297081,1.3094205052133625,40.387203119331055,5.515473566030869e-15
-14.879500000000043,9.817938231134955,-0.12153805489497627,9.817938231134955,1.3095070776755862,40.390387354885895,7.520890379115718e-15
-14.879999999999981,9.818063179097667,-0.12153001946293214,9.818063179097667,1.3095936608521583,40.39357198528333,1.2488405268589055e-14
-14.880000000000043,9.81806317909869,-0.12153001946774111,9.81806317909869,1.3095936608003371,40.39357198368916,7.656515266048676e-15
-14.880500000000044,9.818188126203287,-0.12152198418458168,9.818188126203287,1.3096802538226529,40.3967569822193,1.879599711402626e-14
-14.881000000000045,9.818313072434304,-0.12151394897597327,9.818313072434304,1.3097668574935768,40.399942373593916,7.461037401901204e-15
-14.881500000000045,9.818438017798146,-0.12150591387202522,9.818438017798146,1.3098534714904786,40.40312814789949,5.310824686389317e-15
-14.882000000000046,9.818562962293703,-0.1214978788669202,9.818562962293703,1.3099400958779035,40.40631430713383,7.220931861080138e-15
-14.882500000000046,9.81868790592293,-0.12148984396949936,9.81868790592293,1.3100267305623672,40.4095008484329,1.5100665727558131e-15
-14.883000000000047,9.818812848687076,-0.1214818091851927,9.818812848687076,1.3101133754871226,40.41268777006278,1.1934897514720433e-14
-14.883500000000048,9.818937790583346,-0.12147377450016039,9.818937790583346,1.3102000308032349,40.41587507668324,7.436215473158797e-15
-14.884000000000048,9.819062731611321,-0.12146573991189545,9.819062731611321,1.3102866965395967,40.419062769195364,1.5500637902938654e-14
-14.884500000000049,9.819187671774582,-0.12145770543697744,9.819187671774582,1.310373372519197,40.42225084216501,8.671119018262734e-16
-14.88500000000005,9.819312611072856,-0.12144967107358465,9.819312611072856,1.3104600587634825,40.42543929626402,2.010699415441723e-14
-14.88550000000005,9.81943754950239,-0.12144163680329964,9.81943754950239,1.3105467554730044,40.428628137675055,9.930136612989092e-15
-14.88600000000005,9.819562487064163,-0.12143360263031995,9.819562487064163,1.3106334626043368,40.431817365074124,9.838480485366983e-15
-14.886500000000051,9.819687423758731,-0.12142556855676825,9.819687423758731,1.310720180136427,40.4350069778256,8.320193863189414e-15
-14.887000000000052,9.819812359586226,-0.1214175345827672,9.819812359586226,1.3108069080698022,40.43819697595784,1.187795958934157e-14
-14.887500000000053,9.819937294552625,-0.12140950073629385,9.819937294552625,1.3108936461042375,40.44138735024498,2.507851037520163e-15
-14.888000000000053,9.820062228652372,-0.12140146699034642,9.820062228652372,1.3109803945330496,40.44457810972433,2.682975169497797e-15
-14.888500000000054,9.820187161884192,-0.12139343333838044,9.820187161884192,1.311067153428768,40.44776925663979,1.025514997038986e-14
-14.889000000000054,9.820312094251506,-0.12138539979614318,9.820312094251506,1.3111539226231739,40.45096078582726,7.264329320467945e-15
-14.889500000000055,9.820437025749106,-0.12137736633836851,9.820437025749106,1.311240702391027,40.45415270575357,6.232347480556726e-15
-14.890000000000056,9.820561956388481,-0.12136933301920703,9.820561956388481,1.3113274921491793,40.457344998486356,5.117875266520904e-15
-14.890500000000056,9.820686886154613,-0.1213612997667078,9.820686886154613,1.3114142926768093,40.460537688014504,7.421074851107613e-15
-14.891000000000057,9.820811815060223,-0.12135326664087565,9.820811815060223,1.3115011033274229,40.4637307544561,4.869818370658876e-15
-14.891500000000057,9.82093674309583,-0.12134523359610937,9.82093674309583,1.3115879245956494,40.4669242130443,5.111850690840453e-15
-14.892000000000058,9.82106167027238,-0.12133720068395089,9.82106167027238,1.3116747559262472,40.47011804670469,2.277987190955421e-15
-14.892500000000059,9.821186596579725,-0.12132916785564585,9.821186596579725,1.3117615978480424,40.473312271723096,8.376299794420253e-15
-14.89300000000006,9.821311522020192,-0.12132113512176804,9.821311522020192,1.3118484502486243,40.476506884652466,4.47545209131181e-15
-14.89350000000006,9.821436446599606,-0.12131310250947201,9.821436446599606,1.3119353128362097,40.47970187652548,4.358597592280766e-15
-14.89400000000006,9.821561370314583,-0.12130507000218796,9.821561370314583,1.3120221857917784,40.4828972529237,5.999571675429812e-15
-14.894500000000061,9.821686293163443,-0.1212970375914157,9.821686293163443,1.3121090692091137,40.486093016745414,4.12167961557554e-15
-14.895000000000062,9.821811215148443,-0.12128900528738026,9.821811215148443,1.3121959629794648,40.48928916465593,4.9229973004429906e-15
